ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
5958-V	HSK 7-9	安宁	ānníng	peaceful; tranquil; calm	我只想过安宁的生活 - wǒ zhǐ xiǎng guò ānníng de shēnghuó - I just want to live a peaceful life<br>这里的夜晚很安宁 - zhèlǐ de yèwǎn hěn ānníng - The nights here are very calm	noun,adjective,concept	[sound:hsk7-9_安宁.wav]
5959-V	HSK 7-9	按钮	ànniǔ	button (on an electronic device or machine)	按这个按钮就可以了 - àn zhège ànniǔ jiù kěyǐ le - Just press this button and you're good<br>电梯的按钮在哪儿？ - diàntī de ànniǔ zài nǎr? - Where is the elevator button?	noun,object,technology	[sound:hsk7-9_按钮.wav]
5960-V	HSK 7-9	按说	ànshuō	in theory; supposedly	按说应该 - ànshuō yīnggāi - In theory, it should be<br>按说不应该 - ànshuō bù yīnggāi - In theory, it shouldn't be	noun,adverb,concept	[sound:hsk7-9_按说.wav]
5961-V	HSK 7-9	安稳	ānwěn	stable and secure; calm and worry-free	日子过得很安稳 - rìzi guò de hěn ānwěn - Life is stable and peaceful<br>他终于找到了安稳的工作 - tā zhōngyú zhǎodào le ānwěn de gōngzuò - He finally found a stable job	noun,adjective,concept	[sound:hsk7-9_安稳.wav]
5962-V	HSK 7-9	安详	ānxiáng	serene; peaceful (referring to a face or state of mind)	老人安详地微笑着 - lǎorén ānxiáng de wēixiào zhe - The old man smiled serenely<br>她的表情很安详 - tā de biǎoqíng hěn ānxiáng - Her expression was peaceful	noun,adjective,concept	[sound:hsk7-9_安详.wav]
5963-V	HSK 7-9	安心	ānxīn	to feel at ease; to be reassured	放心 - fàngxīn - To reassure someone<br>安心工作 - ānxīn gōngzuò - To work with peace of mind	noun,verb,action	[sound:hsk7-9_安心.wav]
5964-V	HSK 7-9	安逸	ānyì	comfortable; easy; relaxed (referring to a lifestyle or state of mind)	不能贪图安逸 - bù néng tāntú ānyì - One should not indulge in comfort<br>安逸的生活让人失去斗志 - ānyì de shēnghuó ràng rén shīqù dòuzhì - A too-comfortable life makes one lose motivation	noun,adjective,concept	[sound:hsk7-9_安逸.wav]
5965-V	HSK 7-9	安置	ānzhì	to place; to settle; to install someone or something in a safe or appropriate location	安置人员 - ānzhì rényuán - To settle people<br>安置设备 - ānzhì shèbèi - To install equipment	noun,verb,action	[sound:hsk7-9_安置.wav]
5966-V	HSK 7-9	暗中	ànzhōng	secretly; behind the scenes	暗中观察 - ànzhōng guānchá - To observe secretly<br>暗中支持 - ànzhōng zhīchí - To support secretly	noun,adverb,concept	[sound:hsk7-9_暗中.wav]
5967-V	HSK 7-9	熬	áo	to simmer; to stay up late; to endure hardship	熬夜 - áo yè - To stay up late at night<br>熬过难关 - áo guò nán guān - To get through tough times	verb,action	[sound:hsk7-9_熬.wav]
5968-V	HSK 7-9	傲	ào	proud; arrogant (referring to a behavior or attitude)	傲慢 - àomàn - Arrogance<br>傲慢的态度 - àomàn de tàidù - An arrogant attitude<br>傲慢的行为 - àomàn de xíngwéi - Arrogant behavior	noun,adjective,concept	[sound:hsk7-9_傲.wav]
5969-V	HSK 7-9	凹	āo	concave; sunken; hollow	凹陷 - āoxiàn - Depression; indentation<br>凹面镜 - āomiànjìng - Concave mirror<br>凹凸不平 - āotū bùpíng - Uneven and bumpy	noun,adjective,concept	[sound:hsk7-9_凹.wav]
5970-V	HSK 7-9	傲慢	àomàn	proud; arrogant (referring to a behavior or attitude)	傲慢的态度 - àomàn de tàidù - An arrogant attitude<br>傲慢的行为 - àomàn de xíngwéi - Arrogant behavior	noun,adjective,concept	[sound:hsk7-9_傲慢.wav]
5971-V	HSK 7-9	奥秘	àomì	profound secret; mystery	奥秘探索 - àomì tànsuǒ - Exploration of mysteries<br>奥秘的世界 - àomì de shìjiè - A world of mysteries<br>奥秘的宇宙 - àomì de yǔzhòu - A mysterious universe	noun,concept,philosophy	[sound:hsk7-9_奥秘.wav]
5972-V	HSK 7-9	拔	bá	to pull; to uproot	拔河 - báhé - Tug of war<br>拔掉 - bádiào - To pull out<br>拔出 - báchū - To extract	verb,action	[sound:hsk7-9_拔.wav]
5973-V	HSK 7-9	坝	bà	dam; dike	水坝 - shuǐbà - Dam<br>大坝 - dàbà - Large dam<br>水坝建设 - shuǐbà jiànshè - Dam construction	noun,concept,engineering	[sound:hsk7-9_坝.wav]
5974-V	HSK 7-9	扒	bā	to scratch; to peel	扒皮 - bāpí - To peel the skin<br>扒开 - bākāi - To peel open<br>扒手 - bāshǒu - Pickpocket	verb,action	[sound:hsk7-9_扒.wav]
5975-V	HSK 7-9	疤	bā	scar; mark left on the skin after an injury or surgery	伤疤 - shāngbā - Scar<br>疤痕 - bāhén - Scar mark<br>疤面 - bāmiàn - Scarred face	noun,concept,body	[sound:hsk7-9_疤.wav]
5976-V	HSK 7-9	把柄	bǎbǐng	leverage; means of pressure or manipulation	把柄在手 - bǎbǐng zài shǒu - To have leverage over someone<br>把柄 - bǎbǐng - A means of leverage	noun,concept	[sound:hsk7-9_把柄.wav]
5977-V	HSK 7-9	巴不得	bābudé	to eagerly wish for; to be impatient to have something	巴不得快点 - bābudé kuài diǎn - To be eager for it to happen sooner<br>巴不得早点回家 - bābudé zǎo diǎn huí jiā - To be eager to go home earlier	noun,verb,action	[sound:hsk7-9_巴不得.wav]
5978-V	HSK 7-9	八成	bāchéng	eighty percent; probably; most likely	八成是 - bāchéng shì - Probably is<br>八成会 - bāchéng huì - Most likely will<br>八成没有 - bāchéng méiyǒu - Probably not	noun,adverb,concept	[sound:hsk7-9_八成.wav]
5979-V	HSK 7-9	霸道	bàdào	despotic; overbearing; arrogant; unreasonable; violent; strong	霸道的行为 - bàdào de xíngwéi - Despotic behavior<br>霸道的态度 - bàdào de tàidù - Overbearing attitude<br>霸道的政策 - bàdào de zhèngcè - Despotic policy	noun,adjective,concept	[sound:hsk7-9_霸道.wav]
5980-V	HSK 7-9	罢工	bàgōng	strike; work stoppage	罢工抗议 - bàgōng kàngyì - Protest strike<br>罢工行动 - bàgōng xíngdòng - Strike action<br>罢工的原因 - bàgōng de yuányīn - Reason for the strike	noun,concept,action	[sound:hsk7-9_罢工.wav]
5981-V	HSK 7-9	八卦	bāguà	gossip; rumors	八卦新闻 - bāguà xīnwén - Gossip news<br>八卦消息 - bāguà xiāoxi - Gossip information<br>八卦八卦 - bāguà bāguà - To gossip	noun,concept,action	[sound:hsk7-9_八卦.wav]
5982-V	HSK 7-9	把关	bǎguān	to check; to control; to ensure quality or safety	把关质量 - bǎguān zhìliàng - To control quality<br>把关安全 - bǎguān ānquán - To ensure safety<br>把关食品 - bǎguān shípǐn - To check food safety	noun,verb,action	[sound:hsk7-9_把关.wav]
5983-V	HSK 7-9	掰	bāi	to break apart; to split in two with the hands	掰开 - bāi kāi - To break in two<br>掰断 - bāi duàn - To snap completely	verb,action	[sound:hsk7-9_掰.wav]
5984-V	HSK 7-9	百般	bǎibān	in every possible way	百般努力 - bǎibān nǔlì - To make every possible effort<br>百般尝试 - bǎibān chángshì - To try in every way<br>百般解释 - bǎibān jiěshì - To explain in every way	noun,adverb,concept	[sound:hsk7-9_百般.wav]
5985-V	HSK 7-9	摆动	bǎidòng	to swing; to sway	摆动身体 - bǎidòng shēntǐ - To sway the body<br>摆动的树枝 - bǎidòng de shùzhī - Swaying branches	noun,verb,action	[sound:hsk7-9_摆动.wav]
5986-V	HSK 7-9	百分比	bǎifēnbǐ	percentage	百分比增加 - bǎifēnbǐ zēngjiā - Percentage increase<br>百分比减少 - bǎifēnbǐ jiǎnshǎo - Percentage decrease	noun,concept,mathematics	[sound:hsk7-9_百分比.wav]
5987-V	HSK 7-9	百合	bǎihé	lily (plant or food ingredient)	百合花 - bǎihé huā - Lily flower<br>百合根 - bǎihé gēn - Lily root	noun,concept,nature	[sound:hsk7-9_百合.wav]
5987-V	HSK 7-9	百合	bǎihé	lily (plant or food ingredient)	百合花 - bǎihé huā - Lily flower<br>百合根 - bǎihé gēn - Lily root	noun,concept,nature	[sound:hsk7-9_百合.wav]
5988-V	HSK 7-9	败坏	bàihuài	to ruin; to corrupt; to damage	败坏名声 - bàihuài míngshēng - To ruin one's reputation<br>败坏道德 - bàihuài dàodé - To corrupt morals	noun,verb,action	[sound:hsk7-9_败坏.wav]
5989-V	HSK 7-9	拜会	bàihuì	to pay an official visit to someone	拜会领导 - bàihuì lǐngdǎo - To pay a visit to a leader<br>拜会客户 - bàihuì kèhù - To pay a visit to a client	noun,verb,action	[sound:hsk7-9_拜会.wav]
5990-V	HSK 7-9	拜见	bàijiàn	to pay a formal or respectful visit to someone	拜见老师 - bàijiàn lǎoshī - To pay respects to a teacher<br>拜见长辈 - bàijiàn zhǎngbèi - To pay respects to an elder	noun,verb,action	[sound:hsk7-9_拜见.wav]
5991-V	HSK 7-9	百科全书	bǎikē quánshū	encyclopedia	百科全书查询 - bǎikē quánshū cháxún - Encyclopedia lookup<br>百科全书知识 - bǎikē quánshū zhīshì - Encyclopedia knowledge	noun,concept,literature	[sound:hsk7-9_百科全书.wav]
5992-V	HSK 7-9	摆平	bǎipíng	to settle; to resolve; to sort out a conflict or difficult situation	摆平问题 - bǎipíng wèntí - To settle a problem<br>摆平矛盾 - bǎipíng máodùn - To resolve a conflict	noun,verb,action	[sound:hsk7-9_摆平.wav]
5993-V	HSK 7-9	摆设	bǎishe	decoration; arrangement of decorative objects or furniture	摆设家具 - bǎishe jiājù - To arrange furniture<br>摆设花瓶 - bǎishe huāpíng - To arrange vases	noun,verb,action	[sound:hsk7-9_摆设.wav]
5994-V	HSK 7-9	柏树	bǎishù	cypress tree	柏树叶子 - bǎishù yèzi - Cypress leaves<br>柏树皮 - bǎishù pí - Cypress bark	noun,concept,nature	[sound:hsk7-9_柏树.wav]
5995-V	HSK 7-9	拜托	bàituō	to ask a favor; to request; please	拜托帮忙 - bàituō bāngmáng - To ask for help<br>拜托你了 - bàituō nǐ le - I'm counting on you	noun,verb,action	[sound:hsk7-9_拜托.wav]
5996-V	HSK 7-9	巴结	bājie	to flatter; to curry favor with someone	巴结上司 - bājie shàngsī - To flatter a superior<br>巴结老板 - bājie lǎobǎn - To curry favor with the boss	noun,verb,action	[sound:hsk7-9_巴结.wav]
5997-V	HSK 7-9	罢了	bàle	that's all; nothing more	罢了 - bàle - That's all<br>罢了罢了 - bàle bàle - That's all there is to it	noun,adverb,concept	[sound:hsk7-9_罢了.wav]
5998-V	HSK 7-9	芭蕾	bālěi	ballet	芭蕾舞剧 - bālěi wǔjù - Ballet performance<br>芭蕾舞演员 - bālěi wǔ yánhuán - Ballet dancer	noun,concept,art	[sound:hsk7-9_芭蕾.wav]
5999-V	HSK 7-9	罢免	bàmiǎn	to dismiss; to remove from office	罢免官员 - bàmiǎn guānyuán - To dismiss an official<br>罢免经理 - bàmiǎn jīnglǐ - To remove a manager	noun,verb,action	[sound:hsk7-9_罢免.wav]
6000-V	HSK 7-9	扮	bàn	to play a role; to disguise oneself as; to pretend to be	扮演角色 - bànyǎn juésè - To play a role<br>扮成动物 - bànchéng dòngwù - To disguise oneself as an animal<br>扮作无辜 - bànzuò wúgū - To pretend to be innocent	verb,action	[sound:hsk7-9_扮.wav]
6001-V	HSK 7-9	伴	bàn	companion; partner; to accompany	伴侣 - bànlǚ - Partner<br>伴随 - bànsuí - To accompany<br>伴奏 - bànzòu - Musical accompaniment	noun,verb,action	[sound:hsk7-9_伴.wav]
6002-V	HSK 7-9	拌	bàn	to block; to obstruct; to mix; to toss	拌沙拉 - bàn shālā - To toss a salad<br>拌面 - bàn miàn - To mix noodles	noun,verb,action	[sound:hsk7-9_拌.wav]
6003-V	HSK 7-9	绊	bàn	to trip; to hinder; to stumble over something	绊脚石 - bànjiǎoshí - Stumbling block<br>绊倒 - bàn dǎo - To trip and fall	noun,verb,action	[sound:hsk7-9_绊.wav]
6004-V	HSK 7-9	扳	bān	to turn a lever or object to move or shift it	扳动开关 - bān dòng kāiguān - To flip a switch<br>扳手 - bānshǒu - Wrench	noun,verb,action	[sound:hsk7-9_扳.wav]
6005-V	HSK 7-9	半边天	bànbiāntiān	half the sky; half the world (idiom used to refer to women's role in society)	妇女能顶半边天 - fùnǚ néng dǐng bànbiāntiān - Women hold up half the sky<br>她撑起了家里的半边天 - tā chēng qǐ le jiālǐ de bànbiāntiān - She carries half the weight of the household	noun,concept,expression,idiomatic	[sound:hsk7-9_半边天.wav]
6006-V	HSK 7-9	颁布	bānbù	to promulgate; to officially issue (a decree, law, or regulation)	颁布法律 - bānbù fǎlǜ - To promulgate a law<br>颁布新政策 - bānbù xīn zhèngcè - To issue a new policy	noun,verb,action	[sound:hsk7-9_颁布.wav]
6007-V	HSK 7-9	半岛	bàndǎo	peninsula	半岛旅游 - bàndǎo lǚyóu - Peninsula tourism<br>半岛国家 - bàndǎo guójiā - Peninsula country	noun,concept,geography	[sound:hsk7-9_半岛.wav]
6008-V	HSK 7-9	半导体	bàndǎotǐ	semiconductor	半导体技术 - bàndǎotǐ jìshù - Semiconductor technology<br>半导体产业 - bàndǎotǐ chǎnyè - Semiconductor industry	noun,concept,technology	[sound:hsk7-9_半导体.wav]
6009-V	HSK 7-9	斑点	bāndiǎn	spot; speckle (on a surface)	斑点皮肤 - bāndiǎn pífū - Spotted skin<br>斑点病 - bāndiǎn bìng - Spot disease	noun,concept	[sound:hsk7-9_斑点.wav]
6010-V	HSK 7-9	颁发	bānfā	to officially award (a prize, diploma, or honor)	颁发奖项 - bānfā jiǎngxiàng - To present an award<br>颁发证书 - bānfā zhèngshū - To issue a certificate	noun,verb,action	[sound:hsk7-9_颁发.wav]
6011-V	HSK 7-9	磅	bàng	pound (unit of weight)	一磅重 - yībàng zhòng - One pound in weight<br>一磅苹果 - yībàng píngguǒ - One pound of apples	noun,concept,measure	[sound:hsk7-9_磅.wav]
6012-V	HSK 7-9	绑	bǎng	to tie; to bind; to fasten	绑绳子 - bǎng shéngzi - To tie with a rope<br>绑定账户 - bǎngdìng zhànghù - To link an account	noun,verb,action	[sound:hsk7-9_绑.wav]
6013-V	HSK 7-9	绑架	bǎngjià	kidnapping; abduction	绑架人质 - bǎngjià rénzhì - To kidnap hostages<br>被绑架了 - bèi bǎngjià le - To be kidnapped	noun,verb,action	[sound:hsk7-9_绑架.wav]
6014-V	HSK 7-9	帮手	bāngshou	helper; assistant	帮手帮忙 - bāngshou bāngmáng - A helper lending a hand<br>请帮手 - qǐng bāngshou - To ask for help	noun,concept	[sound:hsk7-9_帮手.wav]
6015-V	HSK 7-9	颁奖	bānjiǎng	to present an award or honor to someone	颁奖典礼 - bānjiǎng lǐchéng - Award ceremony<br>颁奖仪式 - bānjiǎng yíshì - Award ceremony	noun,verb,action	[sound:hsk7-9_颁奖.wav]
6016-V	HSK 7-9	绊脚石	bànjiǎoshí	stumbling block; obstacle	绊脚石问题 - bànjiǎoshí wèntí - Obstacle problem<br>绊脚石效应 - bànjiǎoshí xiàoguǒ - Stumbling block effect	noun,concept	[sound:hsk7-9_绊脚石.wav]
6017-V	HSK 7-9	半径	bànjìng	radius (of a circle or sphere)	半径长度 - bànjìng chángdù - Radius length<br>半径测量 - bànjìng cèliáng - Radius measurement	noun,concept,mathematics	[sound:hsk7-9_半径.wav]
6018-V	HSK 7-9	板块	bǎnkuài	plate; slab (geological or architectural context)	板块运动 - bǎnkuài yùndòng - Tectonic plate movement<br>板块构造理论 - bǎnkuài gòuzào lǐlùn - Plate tectonics theory	noun,concept,geology	[sound:hsk7-9_板块.wav]
6019-V	HSK 7-9	伴侣	bànlǚ	partner; spouse	伴侣关系 - bànlǚ guānxi - Partner relationship<br>伴侣生活 - bànlǚ shēnghuó - Couple life	noun,concept	[sound:hsk7-9_伴侣.wav]
6020-V	HSK 7-9	斑马线	bānmǎxiàn	pedestrian crossing; crosswalk	斑马线过马路 - bānmǎxiàn guò mǎlù - Cross the road at the crosswalk<br>斑马线标志 - bānmǎxiàn biāozhì - Crosswalk sign	noun,concept	[sound:hsk7-9_斑马线.wav]
6021-V	HSK 7-9	搬迁	bānqiān	relocation; to move from one place to another	搬迁新居 - bānqiān xīnjū - To move to a new home<br>搬迁公司 - bānqiān gōngsī - Moving company	noun,verb,action	[sound:hsk7-9_搬迁.wav]
6022-V	HSK 7-9	版权	bǎnquán	copyright; intellectual property	版权保护 - bǎnquán bǎohù - Copyright protection<br>版权转让 - bǎnquán zhuǎnràng - Copyright transfer	noun,concept,legal	[sound:hsk7-9_版权.wav]
6023-V	HSK 7-9	办事处	bànshìchù	administrative office; local branch	办事处工作 - bànshìchù gōngzuò - Work at the administrative office<br>办事处主任 - bànshìchù zhǔrèn - Director of the administrative office	noun,concept,organization	[sound:hsk7-9_办事处.wav]
6024-V	HSK 7-9	半数	bànshù	half; one-half (of a group)	半数以上 - bànshù yǐshàng - More than half<br>半数学生 - bànshù xuésheng - Half the students	noun,concept	[sound:hsk7-9_半数.wav]
6025-V	HSK 7-9	半途而废	bàntú'érfèi	to give up halfway; to abandon a project or task without finishing	做事不能半途而废 - zuòshì bù néng bàntú'érfèi - One must not give up halfway<br>他学了一半就半途而废了 - tā xué le yíbàn jiù bàntú'érfèi le - He gave up halfway through his studies	noun,verb,action	[sound:hsk7-9_半途而废.wav]
6026-V	HSK 7-9	半信半疑	bànxìn-bànyí	half-believing, half-doubting; skeptical	半信半疑的态度 - bànxìn-bànyí de tàidù - A skeptical attitude<br>半信半疑地接受 - bànxìn-bànyí de jiēshòu - To accept with skepticism	noun,verb,action	[sound:hsk7-9_半信半疑.wav]
6027-V	HSK 7-9	办学	bànxué	to establish a school or educational institution	办学机构 - bànxué jīgòu - Educational institution<br>办学条件 - bànxué tiáojiàn - Teaching conditions	noun,verb,action	[sound:hsk7-9_办学.wav]
6028-V	HSK 7-9	伴奏	bànzòu	to accompany (musically)	伴奏音乐 - bànzòu yīnyuè - Accompaniment music<br>伴奏者 - bànzòu zhě - Musical accompanist	noun,verb,action	[sound:hsk7-9_伴奏.wav]
6029-V	HSK 7-9	报	bào	to report; to publish (a newspaper or information)	报告 - bàogào - Report<br>报纸 - bàozhǐ - Newspaper	noun,verb,action	[sound:hsk7-9_报.wav]
6030-V	HSK 7-9	豹	bào	leopard (wild animal of the genus Panthera pardus)	豹子皮毛 - bàozǐ pímáo - Leopard fur<br>豹子奔跑速度极快 - bàozǐ bènpǎo sùdù jí kuài - The leopard runs extremely fast	noun,concept,animal	[sound:hsk7-9_豹.wav]
6031-V	HSK 7-9	煲	bāo	pot; to simmer; to slow-cook	煲汤 - bāo tāng - To simmer soup<br>煲粥 - bāo zhōu - To simmer porridge	noun,verb,action,cooking	[sound:hsk7-9_煲.wav]
6032-V	HSK 7-9	剥	bāo	to peel; to shell; to remove the skin or outer layer	剥皮 - bāo pí - To peel the skin<br>剥开 - bāo kāi - To remove the outer layer<br>剥离 - bāolí - To separate by removing the outer layer	verb,action	[sound:hsk7-9_剥.wav]
6033-V	HSK 7-9	报案	bào'àn	to file a complaint; to report a crime to the police	报案人 - bào'àn rén - The person filing a report<br>报案电话 - bào'àn diànhuà - Crime reporting hotline<br>报案记录 - bào'àn jìlù - Police report record	noun,verb,action,legal	[sound:hsk7-9_报案.wav]
6034-V	HSK 7-9	包庇	bāobì	to shelter; to cover up; to harbor (a person or illegal activity)	包庇罪犯 - bāobì zuìfàn - To harbor a criminal<br>包庇非法活动 - bāobì fēifǎ huódòng - To cover up illegal activity	noun,verb,action,legal	[sound:hsk7-9_包庇.wav]
6035-V	HSK 7-9	褒贬	bāobiǎn	to evaluate; to judge; to praise and criticize	褒贬不一 - bāobiǎn bù yī - Mixed reviews<br>褒贬有别 - bāobiǎn yǒu bié - To judge differently	noun,verb,action	[sound:hsk7-9_褒贬.wav]
6036-V	HSK 7-9	报酬	bàochou	compensation; pay; reward for work or services	报酬丰厚 - bàochou fēnghòu - Generous compensation<br>报酬合理 - bàochou hélǐ - Reasonable pay<br>报酬不高 - bàochou bù gāo - Low compensation	noun,concept,economy	[sound:hsk7-9_报酬.wav]
6037-V	HSK 7-9	报仇	bàochóu	to take revenge; to get even	报仇雪恨 - bàochóu xuěhèn - To take revenge and settle a score<br>报仇心切 - bàochóu xīn qiè - To be eager for revenge<br>报仇成功 - bàochóu chénggōng - To succeed in getting revenge	noun,verb,action	[sound:hsk7-9_报仇.wav]
6038-V	HSK 7-9	报答	bàodá	to repay; to reciprocate; to express gratitude in return	报答恩情 - bàodá ēnqíng - To repay a kindness<br>报答帮助 - bàodá bāngzhù - To reciprocate help received<br>报答父母 - bàodá fùmǔ - To repay one's parents	noun,verb,action	[sound:hsk7-9_报答.wav]
6039-V	HSK 7-9	报废	bàofèi	to scrap; to declare something unusable or obsolete	报废汽车 - bàofèi qìchē - To scrap a car<br>报废设备 - bàofèi shèbèi - To declare equipment obsolete	noun,verb,action	[sound:hsk7-9_报废.wav]
6040-V	HSK 7-9	暴风骤雨	bàofēng-zhòuyǔ	sudden storm; violent and unexpected tempest	暴风骤雨的天气 - bàofēng-zhòuyǔ de tiānqì - Stormy weather<br>暴风骤雨的变化 - bàofēng-zhòuyǔ de biànhuà - Sudden and violent change	noun,concept,expression,idiomatic	[sound:hsk7-9_暴风骤雨.wav]
6041-V	HSK 7-9	报复	bàofù	to retaliate; to take revenge	报复行为 - bàofù xíngwéi - Retaliatory behavior<br>报复心理 - bàofù xīnlǐ - Vengeful mindset<br>报复性攻击 - bàofùxìng gōngjī - Retaliatory attack	noun,verb,action	[sound:hsk7-9_报复.wav]
6042-V	HSK 7-9	抱负	bàofù	ambition; aspiration	抱负远大 - bàofù yuǎndà - Grand ambition<br>抱负不凡 - bàofù bùfán - Exceptional ambition	noun,concept	[sound:hsk7-9_抱负.wav]
6043-V	HSK 7-9	包袱	bāofu	psychological burden; emotional or mental weight	背负包袱 - bēifù bāofu - To carry a psychological burden<br>解除包袱 - jiěchú bāofu - To relieve a psychological burden	noun,concept	[sound:hsk7-9_包袱.wav]
6044-V	HSK 7-9	曝光	bàoguāng	to expose; to publicly reveal something hidden or dishonest	曝光丑闻 - bàoguāng chǒuwén - To expose a scandal<br>曝光事件 - bàoguāng shìjiàn - Publicly exposed incident	noun,verb,action,legal	[sound:hsk7-9_曝光.wav]
