ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
277-V	HSK 1	都	dōu	all; both	我们都是中国人 - wǒmen dōu shì zhōngguó rén - We are all Chinese<br>大家都喜欢吃火锅 - dàjiā dōu xǐhuan chī huǒguō - Everyone likes hot pot<br>我什么都不知道 - wǒ shénme dōu bù zhīdào - I don't know anything at all<br>哪儿都找不到他 - nǎr dōu zhǎo bú dào tā - He's nowhere to be found<br>他每天都很忙 - tā měitiān dōu hěn máng - He's busy every day	grammar,daily	[sound:hsk1_都.wav]
011-V	HSK 1	读	dú	to read	读书 - dú shū - Read books<br>请你读一下 - qǐng nǐ dú yíxià - Please read it<br>我每天读中文 - wǒ měitiān dú zhōngwén - I read Chinese every day.<br>这个字怎么读？ - zhège zì zěnme dú? - How do you pronounce this character?<br>你读过这本书吗？ - nǐ dú guò zhè běn shū ma? - Have you read this book?	verb,study,communication	[sound:hsk1_读.wav]
121-V	HSK 1	对	duì	correct; right	对 - duì - Yes.<br>不对 - bú duì - Wrong.<br>你说得对 - nǐ shuō de duì - You're right.<br>对不起 - duìbuqǐ - Sorry.<br>对我很好 - duì wǒ hěn hǎo - Very nice to me.	adjective,daily,politeness	[sound:hsk1_对.wav]
186-V	HSK 1	对不起	duìbuqǐ	sorry; excuse me	对不起，我迟到了 - duìbuqǐ, wǒ chídào le - Sorry, I'm late<br>对不起，我听不懂 - duìbuqǐ, wǒ tīng bù dǒng - Sorry, I don't understand<br>真的很对不起 - zhēn de hěn duìbuqǐ, - I'm really sorry<br>对不起，我走错了 - duìbuqǐ, wǒ zǒu cuò le - Sorry, I went the wrong way<br>对不起，请再说一遍 - duìbuqǐ, qǐng zài shuō yí biàn - Sorry, could you say that again?	greeting,politeness	[sound:hsk1_对不起.wav]
096-V	HSK 1	多	duō	many; much	很多 - hěn duō - A lot<br>多少钱？ - duōshao qián? - How much is it?<br>人很多 - rén hěn duō - There are a lot of people<br>你有多少本书？ - nǐ yǒu duōshao běn shū? - How many books do you have?<br>多吃点儿 - duō chī diǎnr - Eat a little more	adjective,quantity,daily	[sound:hsk1_多.wav]
448-V	HSK 1	多少	duōshao	how many; how much	这个多少钱？ - zhège duōshao qián? - How much does this cost?<br>你们班有多少学生？ - nǐmen bān yǒu duōshao xuéshēng? - How many students are in your class?<br>你的手机号是多少？ - nǐ de shǒujī hào shì duōshao? - What's your phone number?<br>从这儿到学校多少公里？ - cóng zhèr dào xuéxiào duōshao gōnglǐ? - How many km from here to school?<br>你学了多少汉字？ - nǐ xué le duōshao hànzì? - How many characters have you learned?	question,quantity	[sound:hsk1_多少.wav]
502-V	HSK 1	读书	dúshū	to study; to read	我喜欢在家读书 - wǒ xǐhuan zài jiā dúshū - I like reading at home<br>他在图书馆读书呢 - tā zài túshūguǎn dúshū ne - He's reading at the library<br>小时候我不喜欢读书 - xiǎoshíhou wǒ bù xǐhuan dúshū - When I was little I didn't like reading<br>读书可以学到很多东西 - dúshū kěyǐ xué dào hěn duō dōngxi - Reading teaches you a lot<br>你最近在读什么书？ - nǐ zuìjìn zài dú shénme shū? - What are you reading lately?	verb,study	[sound:hsk1_读书.wav]
142-V	HSK 1	二	èr	two	二月 - èr yuè - February<br>第二 - dì èr - second<br>星期二 - xīngqī èr - Tuesday<br>二十 - èrshí - twenty<br>二号 - èr hào - the second	number,daily	[sound:hsk1_二.wav]
245-V	HSK 1	儿子	érzi	son	我儿子 - wǒ érzi - My son<br>他的儿子 - tā de érzi - His son<br>儿子很聪明 - érzi hěn cōngming - My son is very smart<br>大儿子 - dà érzi - The eldest son<br>小儿子 - xiǎo érzi - The youngest son	family,daily	[sound:hsk1_儿子.wav]
537-V	HSK 1	饭	fàn	meal; cooked rice	你吃饭了吗？ - nǐ chīfàn le ma? - Have you eaten? (common greeting)<br>今天谁做饭？ - jīntiān shéi zuòfàn? - Who's cooking today?<br>早饭我吃了面包 - zǎofàn wǒ chī le miànbāo - I had bread for breakfast<br>饭好了，来吃吧 - fàn hǎo le, lái chī ba - Food's ready, come eat<br>中午饭吃什么？ - zhōngwǔ fàn chī shénme? - What are we having for lunch?	noun,food	[sound:hsk1_饭.wav]
426-V	HSK 1	饭店	fàndiàn	restaurant; hotel	今天去饭店吃吧 - jīntiān qù fàndiàn chī ba - Let's eat at a restaurant today<br>这家饭店的菜很好吃 - zhè jiā fàndiàn de cài hěn hǎochī - This restaurant's food is great<br>附近有饭店吗？ - fùjìn yǒu fàndiàn ma? - Is there a restaurant nearby?<br>饭店里人很多 - fàndiàn lǐ rén hěn duō - The restaurant is packed<br>我们住的饭店很舒服 - wǒmen zhù de fàndiàn hěn shūfu - The hotel we're staying at is very comfortable	place,food	[sound:hsk1_饭店.wav]
218-V	HSK 1	房间	fángjiān	room	我的房间很小 - wǒ de fángjiān hěn xiǎo - My room is very small<br>请帮我打扫房间 - qǐng bāng wǒ dǎsǎo fángjiān - Please help me clean the room<br>你的房间号是多少？ - nǐ de fángjiān hào shì duōshao? - What's your room number?<br>我要一个单人房间 - wǒ yào yí gè dānrén fángjiān - I'd like a single room<br>房间里有空调吗？ - fángjiān lǐ yǒu kōngtiáo ma? - Is there air conditioning in the room?	place,daily,travel	[sound:hsk1_房间.wav]
550-V	HSK 1	非常	fēicháng	very	今天的天气非常好 - jīntiān de tiānqì fēicháng hǎo - The weather is really nice today<br>非常感谢你的帮助 - fēicháng gǎnxiè nǐ de bāngzhù - Thank you so much for your help<br>这部电影非常好看 - zhè bù diànyǐng fēicháng hǎokàn - This movie is really great<br>他非常喜欢中国文化 - tā fēicháng xǐhuan zhōngguó wénhuà - He really loves Chinese culture<br>这个地方非常漂亮 - zhège dìfang fēicháng piàoliang - This place is gorgeous	adverb	[sound:hsk1_非常.wav]
214-V	HSK 1	飞机	fēijī	airplane	坐飞机 - zuò fēijī - Take a plane<br>飞机票 - fēijī piào - Plane ticket<br>坐飞机去上海 - zuò fēijī qù shànghǎi - Fly to Shanghai<br>飞机几点起飞？ - fēijī jǐ diǎn qǐfēi? - What time does the plane take off?<br>机场 - jīchǎng - airport	transport,travel	[sound:hsk1_飞机.wav]
450-V	HSK 1	分	fēn	minute; point	还有五分钟就上课了 - hái yǒu wǔ fēnzhōng jiù shàngkè le - Class starts in five minutes<br>我十分高兴 - wǒ shífēn gāoxìng - I'm extremely happy<br>请等我几分钟 - qǐng děng wǒ jǐ fēnzhōng - Wait for me a few minutes<br>三点十五分 - sān diǎn shíwǔ fēn - Three fifteen<br>每分每秒都很重要 - měi fēn měi miǎo dōu hěn zhòngyào - Every minute counts	time,quantity	[sound:hsk1_分.wav]
075-V	HSK 1	分钟	fēnzhōng	minute	十分钟 - shí fēnzhōng - ten minutes<br>五分钟 - wǔ fēnzhōng - five minutes<br>等我五分钟 - děng wǒ wǔ fēnzhōng - wait for me five minutes<br>还有十分钟 - hái yǒu shí fēnzhōng - ten minutes left<br>差五分钟 - chà wǔ fēnzhōng - five minutes short	time,daily	[sound:hsk1_分钟.wav]
115-V	HSK 1	高兴	gāoxìng	happy; glad	很高兴 - hěn gāoxìng - I'm glad<br>我很高兴认识你 - wǒ hěn gāoxìng rènshi nǐ - Nice to meet you<br>他今天很高兴 - tā jīntiān hěn gāoxìng - He's happy today<br>听到这个消息我很高兴 - tīng dào zhège xiāoxi wǒ hěn gāoxìng - I'm happy to hear this news<br>这个消息让我很高兴 - zhù nǐ shēngrì gāoxìng - Happy birthday	adjective,emotion,greeting	[sound:hsk1_高兴.wav]
1480-V	HSK 1	个	gè	(general classifier)	我要一个苹果 - wǒ yào yí ge píngguǒ - I want an apple<br>这个多少钱？ - zhège duōshao qián? - How much is this?<br>你有几个孩子？ - nǐ yǒu jǐ ge háizi? - How many children do you have?<br>每个人都要来 - měi ge rén dōu yào lái - Everyone must come<br>那个不是我的 - nàge bú shì wǒ de - That one isn't mine	classifier	[sound:hsk1_个.wav]
512-V	HSK 1	歌	gē	song	这首歌太好听了！ - zhè shǒu gē tài hǎotīng le! - This song is so beautiful!<br>你会唱中国歌吗？ - nǐ huì chàng zhōngguó gē ma? - Do you know any Chinese songs?<br>我最喜欢的歌是什么？ - wǒ zuì xǐhuan de gē shì shénme? - What's my favorite song?<br>他写了一首新歌 - tā xiě le yì shǒu xīn gē - He wrote a new song<br>这首歌叫什么名字？ - zhè shǒu gē jiào shénme míngzi? - What's this song called?	noun,leisure	[sound:hsk1_歌.wav]
247-V	HSK 1	哥哥	gēge	older brother	我哥哥 - wǒ gēge - My older brother<br>哥哥很高 - gēge hěn gāo - My older brother is very tall<br>大哥 - dà gē - Big brother<br>哥哥比我大 - gēge bǐ wǒ dà - My older brother is older than me.<br>叫哥哥 - jiào gēge - Call him brother	family,daily	[sound:hsk1_哥哥.wav]
027-V	HSK 1	给	gěi	to give	给你，拿着 - gěi nǐ, ná zhe - Here, take it<br>给我一杯水 - gěi wǒ yì bēi shuǐ - Give me a glass of water<br>我给你打电话 - wǒ gěi nǐ dǎ diànhuà - I'll call you<br>这是给你的礼物 - zhè shì gěi nǐ de lǐwù - This is a gift for you<br>妈妈给我做饭 - māma gěi wǒ zuò fàn - Mom cooks for me	verb,daily	[sound:hsk1_给.wav]
087-V	HSK 1	公司	gōngsī	company	去公司 - qù gōngsī - go to the office<br>在公司工作 - zài gōngsī gōngzuò - work at the office<br>我们公司很大 - wǒmen gōngsī hěn dà - our company is very big<br>公司在哪儿？ - gōngsī zài nǎr? - where is the company?<br>什么公司？ - shénme gōngsī? - which company?	place,work	[sound:hsk1_公司.wav]
013-V	HSK 1	工作	gōngzuò	to work; work	我在工作 - wǒ zài gōngzuò - I'm working<br>你在哪儿工作？ - nǐ zài nǎr gōngzuò? - Where do you work?<br>我的工作很忙 - wǒ de gōngzuò hěn máng - My job is very busy<br>他每天工作八个小时 - tā měitiān gōngzuò bā ge xiǎoshí - He works eight hours every day<br>找工作不容易 - zhǎo gōngzuò bù róngyì - It's not easy to find a job	verb,work,daily	[sound:hsk1_工作.wav]
505-V	HSK 1	狗	gǒu	dog	你家有狗吗？ - nǐ jiā yǒu gǒu ma? - Do you have a dog?<br>这只狗真可爱 - zhè zhī gǒu zhēn kě'ài - This dog is really cute<br>我的狗叫小白 - wǒ de gǒu jiào xiǎobái - My dog is called Xiaobai<br>遛狗去吧 - liú gǒu qù ba - Let's go walk the dog<br>小心，那只狗会咬人 - xiǎoxīn, nà zhī gǒu huì yǎo rén - Careful, that dog bites	noun,animal	[sound:hsk1_狗.wav]
098-V	HSK 1	贵	guì	expensive	很贵 - hěn guì - It's expensive<br>太贵了 - tài guì le - Too expensive<br>这个不贵 - zhège bú guì - This isn't expensive<br>北京的房子很贵 - běijīng de fángzi hěn guì - Houses in Beijing are expensive<br>贵一点儿没关系 - guì yìdiǎnr méi guānxi - A bit more expensive is fine	adjective,shopping,daily	[sound:hsk1_贵.wav]
