ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
630-V	HSK 4	保护	bǎohù	protéger	保护环境 - bǎohù huánjìng - protéger l'environnement<br>保护自己 - bǎohù zìjǐ - protéger soi-même	verbe	[sound:hsk1_保护.wav]
2184-V	HSK 4	报考	bàokǎo	s'inscrire à un examen	报考大学 - bàokǎo dàxué - S'inscrire à l'université<br>报考研究生 - bàokǎo yánjiūshēng - S'inscrire en master<br>报考HSK - bàokǎo HSK - S'inscrire au HSK	verbe,école,examen	[sound:hsk4_报考.wav]
2185-V	HSK 4	报名	bàomíng	s'inscrire	报名参加 - bàomíng cānjiā - S'inscrire pour participer<br>报名截止 - bàomíng jiézhǐ - Date limite d'inscription<br>在网上报名 - zài wǎngshang bàomíng - S'inscrire en ligne	verbe,inscription,participation	[sound:hsk4_报名.wav]
1358-V	HSK 4	抱歉	bàoqiàn	désolé	很抱歉 - hěn bàoqiàn - Désolé<br>深感抱歉 - shēn gǎn bàoqiàn - Très désolé<br>抱歉地说 - bàoqiàn de shuō - DitSorry	adjectif	[sound:hsk1_抱歉.wav]
1325-V	HSK 4	保证	bǎozhèng	garantir	保证质量 - bǎozhèng zhìliàng - Assurer la qualité<br>我保证 - wǒ bǎozhèng - Je m'y engage<br>保证完成 - bǎozhèng wánchéng - Me charger de sa réalisation	verbe	[sound:hsk1_保证.wav]
2186-V	HSK 4	倍	bèi	fois (multiplicateur)	两倍 - liǎng bèi - Deux fois<br>是原来的三倍 - shì yuánlái de sān bèi - C'est trois fois l'original<br>增加一倍 - zēngjiā yí bèi - Doubler	classificateur,quantité,multiplication	[sound:hsk4_倍.wav]
1114-V	HSK 4	背1	bēi	porter sur le dos	背包很重 - bēibāo hěn zhòng - le sac à dos est lourd<br>他背着包 - tā bēi zhe bāo - il porte un sac<br>背孩子 - bēi háizi - porter un enfant sur le dos	verbe,action,objet	[sound:hsk4_背.wav]
2187-V	HSK 4	背包	bēibāo	sac à dos	背着背包 - bēi zhe bēibāo - Porter un sac à dos<br>我的背包很重 - wǒ de bēibāo hěn zhòng - Mon sac à dos est très lourd<br>旅行背包 - lǚxíng bēibāo - Sac à dos de voyage	nom,objet,voyage	[sound:hsk4_背包.wav]
2188-V	HSK 4	北部	běibù	partie nord	中国北部 - zhōngguó běibù - Le nord de la Chine<br>城市北部 - chéngshì běibù - Le nord de la ville<br>北部地区 - běibù dìqū - Région du nord	nom,géographie,direction	[sound:hsk4_北部.wav]
2189-V	HSK 4	笨	bèn	bête, stupide	我很笨 - wǒ hěn bèn - Je suis bête<br>笨办法 - bèn bànfǎ - Méthode stupide<br>别这么笨 - bié zhème bèn - Ne sois pas si bête	adjectif,intelligence,négatif	[sound:hsk4_笨.wav]
1765-V	HSK 4	本科	běnkē	licence	本科生 - běnkēshēng - étudiant sous-gradué<br>本科毕业 - běnkē bìyè - obtention du diplôme de l'université<br>本科学历 - běnkē xuélì - diplôme universitaire	éducation	[sound:hsk1_本科.wav]
2190-V	HSK 4	本来	běnlái	à l'origine, initialement	本来想去 - běnlái xiǎng qù - À l'origine je voulais y aller<br>本来就是这样 - běnlái jiù shì zhèyàng - C'était comme ça dès le départ<br>他本来不知道 - tā běnlái bù zhīdào - Il ne savait pas au départ	adverbe,temps,origine	[sound:hsk4_本来.wav]
2191-V	HSK 4	便于	biànyú	pour faciliter, afin de	便于管理 - biànyú guǎnlǐ - Pour faciliter la gestion<br>便于使用 - biànyú shǐyòng - Facile à utiliser<br>便于交流 - biànyú jiāoliú - Pour faciliter la communication	verbe,préposition,commodité	[sound:hsk4_便于.wav]
2192-V	HSK 4	表	biǎo	montre, tableau	手表 - shǒubiǎo - Montre<br>填表 - tián biǎo - Remplir un formulaire<br>时间表 - shíjiān biǎo - Emploi du temps	nom,objet,document	[sound:hsk4_表.wav]
1589-V	HSK 4	表格	biǎogé	formulaire	填写表格 - tiánxiě biǎogé - Remplir des formulaires<br>申请表格 - shēnqǐng biǎogé - Formulaire de demande<br>表格内容 - biǎogé nèiróng - Contenu du formulaire	travail	[sound:hsk1_表格.wav]
619-V	HSK 4	表示	biǎoshì	exprimer	表示感谢 - biǎoshì gǎnxiè - Exprimer ma gratitude<br>表示同意 - biǎoshì tóngyì - Exprimer mon accord	verbe	[sound:hsk1_表示.wav]
2193-V	HSK 4	表现	biǎoxiàn	comportement, performance	表现很好 - biǎoxiàn hěn hǎo - Bonne performance<br>他的表现不错 - tā de biǎoxiàn búcuò - Sa performance est pas mal<br>表现出来 - biǎoxiàn chūlái - Montrer, manifester	nom,verbe,évaluation	[sound:hsk4_表现.wav]
1387-V	HSK 4	表扬	biǎoyáng	féliciter	表扬他 - biǎoyáng tā - lui faire des éloges<br>得到表扬 - dédào biǎoyáng - recevoir des éloges<br>表扬信 - biǎoyángxìn - lettre d'éloge	verbe	[sound:hsk1_表扬.wav]
1401-V	HSK 4	标准	biāozhǔn	standard	标准答案 - biāozhǔn dá'àn - réponse officielle<br>质量标准 - zhìliàng biāozhǔn - normes de qualité<br>国际标准 - guójì biāozhǔn - normes internationales	nom	[sound:hsk1_标准.wav]
2194-V	HSK 4	并	bìng	et, de plus (formel)	并不是 - bìng bú shì - Ce n'est pas du tout<br>并且 - bìngqiě - Et, de plus<br>我并没有说 - wǒ bìng méiyǒu shuō - Je n'ai absolument pas dit	conjonction,grammaire,addition	[sound:hsk4_并.wav]
2195-V	HSK 4	饼干	bǐnggān	biscuit	吃饼干 - chī bǐnggān - Manger des biscuits<br>一包饼干 - yì bāo bǐnggān - Un paquet de biscuits<br>巧克力饼干 - qiǎokèlì bǐnggān - Biscuits au chocolat	nom,nourriture,snack	[sound:hsk4_饼干.wav]
2196-V	HSK 4	并且	bìngqiě	et, de plus, en outre	不但...并且... - búdàn...bìngqiě... - Non seulement...mais aussi...<br>他很聪明并且很努力 - tā hěn cōngming bìngqiě hěn nǔlì - Il est intelligent et travailleur<br>便宜并且好吃 - piányi bìngqiě hǎochī - Bon marché et délicieux	conjonction,grammaire,addition	[sound:hsk4_并且.wav]
2197-V	HSK 4	笔试	bǐshì	examen écrit	笔试和口试 - bǐshì hé kǒushì - Examen écrit et oral<br>通过笔试 - tōngguò bǐshì - Réussir l'examen écrit<br>笔试成绩 - bǐshì chéngjì - Note de l'examen écrit	nom,école,examen	[sound:hsk4_笔试.wav]
1126-V	HSK 4	毕业	bìyè	diplômer	大学毕业 - dàxué bìyè - 毕业毕业后 - bìyè hòu - après le diplôme<br>毕业典礼 - bìyè diǎnlǐ - cérémonie de graduation	éducation	[sound:hsk1_毕业.wav]
2198-V	HSK 4	毕业生	bìyèshēng	diplômé	大学毕业生 - dàxué bìyèshēng - Diplômé universitaire<br>应届毕业生 - yìngjiè bìyèshēng - Jeune diplômé<br>毕业生就业 - bìyèshēng jiùyè - Emploi des diplômés	nom,école,personne	[sound:hsk4_毕业生.wav]
227-V	HSK 4	鼻子	bízi	nez	大鼻子 - dà bízi - nez grand<br>鼻子疼 - bízi téng - le nez fait mal<br>流鼻涕 - liú bítì - souffrir du nez<br>鼻子不通 - bízi bù tōng - le nez est bouché<br>高鼻子 - gāo bízi - nez haut	corps,santé	[sound:hsk1_鼻子.wav]
2199-V	HSK 4	播放	bōfàng	diffuser, jouer (média)	播放音乐 - bōfàng yīnyuè - Jouer de la musique<br>播放视频 - bōfàng shìpín - Lire une vidéo<br>正在播放 - zhèngzài bōfàng - En cours de lecture	verbe,média,technologie	[sound:hsk4_播放.wav]
1767-V	HSK 4	博士	bóshì	doctorat	博士生 - bóshìshēng - étudiant doctorant<br>读博士 - dú bóshì - étudier pour un doctorat<br>博士论文 - bóshì lùnwén - thèse de doctorat	éducation	[sound:hsk1_博士.wav]
2200-V	HSK 4	步	bù	pas, étape	一步一步 - yí bù yí bù - Pas à pas<br>走几步 - zǒu jǐ bù - Faire quelques pas<br>第一步 - dì yī bù - Première étape	nom,classificateur,mouvement	[sound:hsk4_步.wav]
2201-V	HSK 4	部	bù	partie, département (classificateur)	一部电影 - yí bù diànyǐng - Un film<br>部门 - bùmén - Département<br>外交部 - wàijiāobù - Ministère des Affaires étrangères	nom,classificateur,organisation	[sound:hsk4_部.wav]
2202-V	HSK 4	不必	búbì	inutile de, pas besoin de	不必担心 - búbì dānxīn - Inutile de s'inquiéter<br>不必客气 - búbì kèqi - Pas besoin d'être poli<br>不必着急 - búbì zháojí - Pas besoin de se presser	adverbe,négation,nécessité	[sound:hsk4_不必.wav]
2203-V	HSK 4	不便	búbiàn	inconvénient, gêne	不方便 - bù fāngbiàn - Pas pratique<br>给您带来不便 - gěi nín dàilái búbiàn - Désolé pour le dérangement<br>交通不便 - jiāotōng búbiàn - Transports peu commodes	adjectif,nom,commodité	[sound:hsk4_不便.wav]
2204-V	HSK 4	不得不	bùdébù	ne pouvoir s'empêcher de, devoir	我不得不去 - wǒ bùdébù qù - Je suis obligé d'y aller<br>不得不承认 - bùdébù chéngrèn - Devoir admettre<br>不得不说 - bùdébù shuō - Je dois dire que	adverbe,obligation,nécessité	[sound:hsk4_不得不.wav]
2205-V	HSK 4	不断	búduàn	sans cesse, continuellement	不断进步 - búduàn jìnbù - Progresser sans cesse<br>不断学习 - búduàn xuéxí - Apprendre continuellement<br>不断发展 - búduàn fāzhǎn - Se développer sans cesse	adverbe,temps,continuité	[sound:hsk4_不断.wav]
2206-V	HSK 4	部分	bùfen	partie, portion	一部分人 - yí bùfen rén - Une partie des gens<br>大部分 - dà bùfen - La majeure partie<br>这是其中一部分 - zhè shì qízhōng yí bùfen - C'est une partie de cela	nom,quantité,division	[sound:hsk4_部分.wav]
2207-V	HSK 4	不够	búgòu	pas assez, insuffisant	钱不够 - qián búgòu - Pas assez d'argent<br>时间不够 - shíjiān búgòu - Pas assez de temps<br>还不够好 - hái búgòu hǎo - Pas encore assez bien	adverbe,quantité,manque	[sound:hsk4_不够.wav]
1313-V	HSK 4	不管	bùguǎn	peu importe	不管怎样 - bùguǎn zěnyàng - Quoi qu'il en soit<br>不管是谁 - bùguǎn shì shéi - Quelque personne qu'il soit<br>不管...都... - bùguǎn...dōu... - Quoi que... toujours...	conjonction	[sound:hsk1_不管.wav]
2208-V	HSK 4	不光	bùguāng	non seulement	不光是我 - bùguāng shì wǒ - Pas seulement moi<br>不光...还... - bùguāng...hái... - Non seulement...mais aussi...<br>不光如此 - bùguāng rúcǐ - Et ce n'est pas tout	conjonction,grammaire,emphase	[sound:hsk4_不光.wav]
664-V	HSK 4	不过	búguò	mais, seulement	不过没关系 - búguò méi guānxi - ce n'est pas grave tout de même	conjonction	[sound:hsk1_不过.wav]
2209-V	HSK 4	不仅	bùjǐn	non seulement	不仅...而且... - bùjǐn...érqiě... - Non seulement...mais aussi...<br>不仅如此 - bùjǐn rúcǐ - Et ce n'est pas tout<br>他不仅会说中文 - tā bùjǐn huì shuō zhōngwén - Il ne parle pas seulement chinois	conjonction,grammaire,emphase	[sound:hsk4_不仅.wav]
2210-V	HSK 4	不论	búlùn	peu importe, quel que soit	不论如何 - búlùn rúhé - Quoi qu'il arrive<br>不论...都... - búlùn...dōu... - Peu importe...toujours...<br>不论大小 - búlùn dàxiǎo - Quelle que soit la taille	conjonction,grammaire,condition	[sound:hsk4_不论.wav]
2211-V	HSK 4	不满	bùmǎn	insatisfait, mécontent	对...不满 - duì...bùmǎn - Être insatisfait de...<br>表示不满 - biǎoshì bùmǎn - Exprimer son mécontentement<br>他很不满 - tā hěn bùmǎn - Il est très mécontent	adjectif,émotion,négatif	[sound:hsk4_不满.wav]
1642-V	HSK 4	部门	bùmén	département	人事部门 - rénshì bùmén - département des ressources humaines<br>部门经理 - bùmén jīnglǐ - directeur du département<br>部门协作 - bùmén xiézuò - collaboration entre départements	travail	[sound:hsk1_部门.wav]
2212-V	HSK 4	不如	bùrú	moins bien que, plutôt	不如去看电影 - bùrú qù kàn diànyǐng - Plutôt aller voir un film<br>他不如你聪明 - tā bùrú nǐ cōngming - Il est moins intelligent que toi<br>与其...不如... - yǔqí...bùrú... - Plutôt que...mieux vaut...	verbe,comparaison,suggestion	[sound:hsk4_不如.wav]
2213-V	HSK 4	擦	cā	essuyer, frotter	擦桌子 - cā zhuōzi - Essuyer la table<br>擦干净 - cā gānjìng - Nettoyer complètement<br>擦玻璃 - cā bōli - Nettoyer les vitres	verbe,nettoyage,action	[sound:hsk4_擦.wav]
2214-V	HSK 4	猜	cāi	deviner	猜一猜 - cāi yì cāi - Devine<br>你猜对了 - nǐ cāi duì le - Tu as deviné juste<br>猜谜语 - cāi míyǔ - Deviner des devinettes	verbe,pensée,jeu	[sound:hsk4_猜.wav]
1546-V	HSK 4	材料	cáiliào	matériau	材料好 - cáiliào hǎo - matériaux de qualité<br>原材料 - yuán cáiliào - matières premières<br>材料成本 - cáiliào chéngběn - coût des matières	shopping	[sound:hsk1_材料.wav]
2215-V	HSK 4	参观	cānguān	visiter (lieu)	参观博物馆 - cānguān bówùguǎn - Visiter un musée<br>参观工厂 - cānguān gōngchǎng - Visiter une usine<br>欢迎参观 - huānyíng cānguān - Bienvenue pour la visite	verbe,voyage,visite	[sound:hsk4_参观.wav]
2216-V	HSK 4	参赛	cānsài	participer à une compétition	参赛选手 - cānsài xuǎnshǒu - Participant à la compétition<br>报名参赛 - bàomíng cānsài - S'inscrire pour participer<br>参赛资格 - cānsài zīgé - Qualification pour la compétition	verbe,sport,compétition	[sound:hsk4_参赛.wav]
081-V	HSK 4	餐厅	cāntīng	restaurant	去餐厅 - qù cāntīng - Aller au restaurant<br>学校餐厅 - xuéxiào cāntīng - restaurant scolaire<br>这个餐厅很好 - zhège cāntīng hěn hǎo - Ce restaurant est très bon.<br>我在餐厅工作 - wǒ zài cāntīng gōngzuò - Je travaille au restaurant.<br>餐厅在哪儿？ - cāntīng zài nǎr? - Où est le restaurant ?	lieu,nourriture	[sound:hsk1_餐厅.wav]
2217-V	HSK 4	操场	cāochǎng	terrain de sport, cour	在操场上跑步 - zài cāochǎng shàng pǎobù - Courir sur le terrain<br>学校操场 - xuéxiào cāochǎng - Terrain de sport de l'école<br>操场很大 - cāochǎng hěn dà - Le terrain est grand	nom,école,lieu	[sound:hsk4_操场.wav]
2218-V	HSK 4	厕所	cèsuǒ	toilettes	厕所在哪儿？ - cèsuǒ zài nǎr? - Où sont les toilettes ?<br>公共厕所 - gōnggòng cèsuǒ - Toilettes publiques<br>去上厕所 - qù shàng cèsuǒ - Aller aux toilettes	nom,lieu,bâtiment	[sound:hsk4_厕所.wav]
2219-V	HSK 4	查看	chákàn	vérifier, consulter	查看信息 - chákàn xìnxī - Consulter les informations<br>查看邮件 - chákàn yóujiàn - Consulter ses emails<br>请查看 - qǐng chákàn - Veuillez vérifier	verbe,action,vérification	[sound:hsk4_查看.wav]
2220-V	HSK 4	厂	chǎng	usine	工厂 - gōngchǎng - Usine<br>汽车厂 - qìchē chǎng - Usine automobile<br>厂长 - chǎngzhǎng - Directeur d'usine	nom,lieu,industrie	[sound:hsk4_厂.wav]
2221-V	HSK 4	场	chǎng	lieu, scène (classificateur)	一场比赛 - yì chǎng bǐsài - Un match<br>一场电影 - yì chǎng diànyǐng - Une séance de cinéma<br>机场 - jīchǎng - Aéroport	nom,classificateur,lieu	[sound:hsk4_场.wav]
2222-V	HSK 4	产生	chǎnshēng	produire, engendrer	产生影响 - chǎnshēng yǐngxiǎng - Avoir un impact<br>产生问题 - chǎnshēng wèntí - Causer des problèmes<br>产生兴趣 - chǎnshēng xìngqù - Susciter l'intérêt	verbe,création,résultat	[sound:hsk4_产生.wav]
2223-V	HSK 4	超过	chāoguò	dépasser, excéder	超过一百人 - chāoguò yìbǎi rén - Plus de cent personnes<br>超过预期 - chāoguò yùqī - Dépasser les attentes<br>不能超过 - bù néng chāoguò - Ne pas pouvoir dépasser	verbe,comparaison,quantité	[sound:hsk4_超过.wav]
2224-V	HSK 4	茶叶	cháyè	feuilles de thé	买茶叶 - mǎi cháyè - Acheter du thé<br>中国茶叶 - zhōngguó cháyè - Thé chinois<br>茶叶很香 - cháyè hěn xiāng - Le thé est très parfumé	nom,boisson,thé	[sound:hsk4_茶叶.wav]
2225-V	HSK 4	差（一）点儿	chà(yì)diǎnr	presque, faillir	差点儿迟到 - chàdiǎnr chídào - J'ai failli être en retard<br>差点儿忘了 - chàdiǎnr wàng le - J'ai presque oublié<br>差一点儿就赢了 - chà yìdiǎnr jiù yíng le - On a presque gagné	adverbe,approximation,temps	[sound:hsk4_差一点儿.wav]
2226-V	HSK 4	查找	cházhǎo	chercher, rechercher	查找资料 - cházhǎo zīliào - Chercher des informations<br>查找文件 - cházhǎo wénjiàn - Rechercher un fichier<br>在网上查找 - zài wǎngshang cházhǎo - Rechercher en ligne	verbe,recherche,action	[sound:hsk4_查找.wav]
2227-V	HSK 4	城	chéng	ville, cité	城市 - chéngshì - Ville<br>北京城 - běijīng chéng - La ville de Pékin<br>进城 - jìn chéng - Aller en ville	nom,lieu,géographie	[sound:hsk4_城.wav]
2228-V	HSK 4	乘1	chéng	prendre (transport), multiplier	乘地铁 - chéng dìtiě - Prendre le métro<br>乘飞机 - chéng fēijī - Prendre l'avion<br>二乘三等于六 - èr chéng sān děngyú liù - Deux fois trois égale six	verbe,transport,mathématiques	[sound:hsk4_乘.wav]
640-V	HSK 4	成功	chénggōng	réussi	很成功 - hěn chénggōng - très réussi<br>成功了 - chénggōng le - réussi	adjectif,verbe	[sound:hsk1_成功.wav]
2229-V	HSK 4	乘客	chéngkè	passager	火车乘客 - huǒchē chéngkè - Passager de train<br>乘客请注意 - chéngkè qǐng zhùyì - Attention passagers<br>飞机乘客 - fēijī chéngkè - Passager d'avion	nom,transport,personne	[sound:hsk4_乘客.wav]
1364-V	HSK 4	诚实	chéngshí	honnête	很诚实 - hěn chéngshí - Très honnête<br>诚实的人 - chéngshí de rén - Personne honnête<br>诚实守信 - chéngshí shǒuxìn - Honnête et fidèle	adjectif	[sound:hsk1_诚实.wav]
2230-V	HSK 4	成为	chéngwéi	devenir	成为朋友 - chéngwéi péngyou - Devenir amis<br>成为老师 - chéngwéi lǎoshī - Devenir professeur<br>他成为了明星 - tā chéngwéi le míngxīng - Il est devenu une star	verbe,changement,état	[sound:hsk4_成为.wav]
2231-V	HSK 4	乘坐	chéngzuò	prendre (transport)	乘坐公交车 - chéngzuò gōngjiāochē - Prendre le bus<br>乘坐高铁 - chéngzuò gāotiě - Prendre le TGV<br>乘坐飞机 - chéngzuò fēijī - Prendre l'avion	verbe,transport,voyage	[sound:hsk4_乘坐.wav]
2232-V	HSK 4	车速	chēsù	vitesse (véhicule)	车速太快 - chēsù tài kuài - La vitesse est trop élevée<br>降低车速 - jiàngdī chēsù - Réduire la vitesse<br>车速限制 - chēsù xiànzhì - Limite de vitesse	nom,transport,mesure	[sound:hsk4_车速.wav]
2233-V	HSK 4	车位	chēwèi	place de parking	找车位 - zhǎo chēwèi - Chercher une place de parking<br>没有车位 - méiyǒu chēwèi - Pas de place de parking<br>停车位 - tíngchē wèi - Place de stationnement	nom,transport,lieu	[sound:hsk4_车位.wav]
2234-V	HSK 4	迟	chí	tard, en retard	太迟了 - tài chí le - C'est trop tard<br>迟早 - chízǎo - Tôt ou tard<br>来得太迟 - lái de tài chí - Arriver trop tard	adjectif,temps,retard	[sound:hsk4_迟.wav]
2235-V	HSK 4	吃惊	chījīng	être surpris, étonné	我很吃惊 - wǒ hěn chījīng - Je suis très surpris<br>让人吃惊 - ràng rén chījīng - Surprenant<br>吃惊地看着 - chījīng de kàn zhe - Regarder avec surprise	verbe,émotion,surprise	[sound:hsk4_吃惊.wav]
822-V	HSK 4	重2	chóng	de nouveau; répéter	重复一次 - chóngfù yícì - répéter une fois<br>重新开始 - chóngxīn kāishǐ - recommencer<br>重来 - chónglái - refaire	adverbe,temps,action	[sound:hsk4_重2.wav]
2236-V	HSK 4	重新	chóngxīn	à nouveau, recommencer	重新开始 - chóngxīn kāishǐ - Recommencer<br>重新做 - chóngxīn zuò - Refaire<br>重新考虑 - chóngxīn kǎolǜ - Reconsidérer	adverbe,répétition,temps	[sound:hsk4_重新.wav]
2237-V	HSK 4	窗	chuāng	fenêtre	窗户 - chuānghu - Fenêtre<br>开窗 - kāi chuāng - Ouvrir la fenêtre<br>窗外 - chuāng wài - Dehors (par la fenêtre)	nom,maison,bâtiment	[sound:hsk4_窗.wav]
220-V	HSK 4	窗户	chuānghu	fenêtre	开窗户 - kāi chuānghu - Ouvrir la fenêtre<br>关窗户 - guān chuānghu - Fermer la fenêtre<br>窗户很大 - chuānghu hěn dà - La fenêtre est<br>很大从窗户看 - cóng chuānghu kàn - Regarder par la fenêtre<br>窗户外面 - chuānghu wàimiàn - Dehors à la fenêtre	lieu,quotidien	[sound:hsk1_窗户.wav]
864-V	HSK 4	出差	chūchāi	voyage d'affaires	出差去北京 - chū chāi qù běijīng - Déplacement à Beijing<br>经常出差 - jīngcháng chū chāi - Je voyage souvent en déplacement<br>出差补贴 - chūchāi bǔtiē - Subvention pour le déplacement	travail,voyage	[sound:hsk1_出差.wav]
735-V	HSK 4	厨房	chúfáng	cuisine	在厨房做饭 - zài chúfáng zuò fàn - cuisiner dans la cuisine<br>厨房很干净 - chúfáng hěn gānjìng - la cuisine est très propre<br>厨房里有什么？ - chúfáng lǐ yǒu shénme? - Qu'y a-t-il dans la cuisine ?	lieu,cuisine	[sound:hsk1_厨房.wav]
2238-V	HSK 4	吹	chuī	souffler	吹风 - chuī fēng - Il y a du vent<br>吹头发 - chuī tóufa - Sécher les cheveux<br>吹空调 - chuī kōngtiáo - Être dans l'air conditionné	verbe,action,air	[sound:hsk4_吹.wav]
2239-V	HSK 4	出口	chūkǒu	sortie, exporter	出口在哪儿？ - chūkǒu zài nǎr? - Où est la sortie ?<br>出口商品 - chūkǒu shāngpǐn - Produits d'exportation<br>安全出口 - ānquán chūkǒu - Sortie de secours	nom,verbe,lieu	[sound:hsk4_出口.wav]
2240-V	HSK 4	厨师	chúshī	cuisinier, chef	他是厨师 - tā shì chúshī - Il est cuisinier<br>中国厨师 - zhōngguó chúshī - Chef chinois<br>厨师做的菜很好吃 - chúshī zuò de cài hěn hǎochī - Les plats du chef sont délicieux	nom,profession,cuisine	[sound:hsk4_厨师.wav]
2241-V	HSK 4	出现	chūxiàn	apparaître, survenir	问题出现了 - wèntí chūxiàn le - Un problème est apparu<br>突然出现 - tūrán chūxiàn - Apparaître soudainement<br>出现错误 - chūxiàn cuòwù - Une erreur s'est produite	verbe,apparition,événement	[sound:hsk4_出现.wav]
2242-V	HSK 4	出行	chūxíng	voyager, se déplacer	出行方便 - chūxíng fāngbiàn - Déplacements pratiques<br>绿色出行 - lǜsè chūxíng - Mobilité verte<br>出行计划 - chūxíng jìhuà - Plans de voyage	verbe,voyage,déplacement	[sound:hsk4_出行.wav]
2243-V	HSK 4	出租	chūzū	louer (donner en location)	出租车 - chūzūchē - Taxi<br>出租房子 - chūzū fángzi - Louer une maison<br>房屋出租 - fángwū chūzū - Maison à louer	verbe,commerce,location	[sound:hsk4_出租.wav]
2244-V	HSK 4	此	cǐ	ceci, ce (formel)	因此 - yīncǐ - Par conséquent<br>此外 - cǐwài - En outre<br>如此 - rúcǐ - Ainsi	pronom,démonstratif,formel	[sound:hsk4_此.wav]
2245-V	HSK 4	此次	cǐ cì	cette fois-ci	此次活动 - cǐ cì huódòng - Cette activité<br>此次会议 - cǐ cì huìyì - Cette réunion<br>此次旅行 - cǐ cì lǚxíng - Ce voyage	adverbe,temps,occasion	[sound:hsk4_此次.wav]
